Company	Implemented	Product
Luxurious Luggage	FALSE	Microsoft Dynamics 365
EpsilonEducation	FALSE	Microsoft Dynamics 365
MegaMovies	FALSE	Microsoft Dynamics 365
Pet Palace	FALSE	Monday.com
Vibrant Visions	FALSE	Monday.com
Restful Retreats	FALSE	Monday.com
EcoEase Solutions	FALSE	Monday.com
RhoRamen	FALSE	Monday.com
Fashion Forward	FALSE	Monday.com
Savvy Savers	FALSE	Monday.com
RadiantReads	FALSE	Monday.com
PhiPhotography	FALSE	Monday.com
IotaImprov	FALSE	Monday.com
LuxeLashes	FALSE	Monday.com
EpsilonEducation	FALSE	Monday.com
RhoRings	FALSE	Monday.com
Zen Zumba	FALSE	Monday.com
MegaMovies	FALSE	Monday.com
AlphaArt	FALSE	Monday.com
Natural Necessities	FALSE	Monday.com
Vibrant Vases	FALSE	Monday.com
JunoJewelry	FALSE	Monday.com
StyleSavvy	FALSE	Monday.com
Zen Zoology	FALSE	Monday.com
TrendyTees	FALSE	Monday.com
Novel Notions	FALSE	Monday.com
Joyful Journeys	FALSE	Monday.com
MindMeld	FALSE	Monday.com
Harmonious Homes	FALSE	Monday.com
DeltaDesigns	FALSE	Monday.com
EpsilonEducation	FALSE	Pipedrive
MindMeld	FALSE	Pipedrive
Novel Notions	TRUE	Power BI
RadiantReads	TRUE	Power BI
PetPalace	TRUE	Power BI
DeltaDrinks	TRUE	Power BI
WholesomeWhisk	TRUE	Power BI
DeltaDecor	TRUE	Power BI
SkyHigh Adventures	TRUE	Power BI
GammaGames	TRUE	Power BI
Tech Titans	TRUE	Power BI
VitalVibes	TRUE	Power BI
Optimal Outcomes	TRUE	Power BI
EpsilonEducation	TRUE	Power BI
IotaImprov	TRUE	Power BI
BravoBites	TRUE	Power BI
Knowledgeable Knits	TRUE	Power BI
MuMusic	TRUE	Power BI
ArtisanArmor	TRUE	Power BI
GigaGadgets	TRUE	Power BI
PioneerPhones	TRUE	Power BI
GigaBytes Tech	TRUE	Power BI
BitzBooks	TRUE	Power BI
Sensational Spices	TRUE	Power BI
XiXylophones	TRUE	Power BI
MegaMovies	TRUE	Power BI
RhoRings	TRUE	Power BI
Dynamic Drones	TRUE	Power BI
Ultimate University	TRUE	Power BI
UltimateUniversity	TRUE	Power BI
Ultimate Universes	TRUE	Power BI
Fantastic Furnishings	TRUE	Power BI
Xceptional Xeroxing	TRUE	Power BI
VibrantVinyls	TRUE	Power BI
XpressoXpress	TRUE	Power BI
Global Goods	TRUE	Power BI
WholesomeWatches	TRUE	Power BI
FitFam Fitness	TRUE	Power BI
AlphaArt	TRUE	Power BI
Natural Necessities	TRUE	Power BI
MuMystery	TRUE	Power BI
EchoEducation	TRUE	Power BI
Innovative Ideas	TRUE	Power BI
Premier Printing	TRUE	Power BI
Luxury Living	TRUE	Power BI
SmartSips	TRUE	Power BI
RadiantReady	TRUE	Power BI
XiXylophoneOrchestra	TRUE	Power BI
GolfGenius	TRUE	Power BI
NovelNotions	TRUE	Power BI
JunoJewelry	TRUE	Power BI
EpsilonEco	TRUE	Power BI
UpsilonUndergarments	TRUE	Power BI
FarmFresh	TRUE	Power BI
ThetaTech	TRUE	Power BI
Green Thumb Gardening	TRUE	Power BI
Gourmet Grub	TRUE	Power BI
Xcellent Xeriscaping	TRUE	Power BI
Precise Prints	TRUE	Power BI
OptimisticOutdoors	TRUE	Power BI
TechTonic	TRUE	Power BI
MindMeld Therapy	TRUE	Power BI
XtremeXercise	TRUE	Power BI
TrendyTees	TRUE	Power BI
NuNutrition	TRUE	Power BI
DeltaDesigns	TRUE	Power BI
Glamorous Gaming	TRUE	Power BI
QuantaCoffee	TRUE	Power BI
EtaEscapeRooms	TRUE	Power BI
GammaGardening	TRUE	Power BI
Healthy Habits	TRUE	Power BI
Joyful Jewels	TRUE	Power BI
GlowGuru	TRUE	Power BI
Optimal Organics	TRUE	Power BI
CharlieChargers	TRUE	Power BI
AlphaAccessories	TRUE	Power BI
Radiant Robotics	TRUE	Power BI
MindMeld	TRUE	Power BI
PhiFitness	TRUE	Power BI
GigaGadgets	TRUE	Power BI
PiPizza	TRUE	Power BI
Artisan Oven	TRUE	Power BI
OmicronOrganics	TRUE	Power BI
LambdaLiterature	TRUE	Power BI
Brilliant Blooms	TRUE	Power BI
Creative Coding	TRUE	Power BI
Wise Watches	TRUE	Power BI
Inspiring Instruments	TRUE	Power BI
BitzBooks	TRUE	Power BI
RhoRamen	TRUE	Power BI
Fashion Forward	TRUE	Power BI
FoxtrotFitness	TRUE	Power BI
EcoEase Solutions	TRUE	Power BI
InspireInnovations	TRUE	Power BI
Marvelous Maps	TRUE	Power BI
MuseMusic	TRUE	Power BI
TrendyTech	TRUE	Power BI
EtaEntertainment	TRUE	Power BI
TauTies	TRUE	Power BI
Ace Athletics	TRUE	Power BI
UltimateUtensils	TRUE	Power BI
Esteemed Education	TRUE	Power BI
NuNotebooks	TRUE	Power BI
Joyful Journeys	TRUE	QlikView
Radiant Robotics	TRUE	QlikView
Novel Notions	TRUE	QlikView
UpsilonUndergarments	TRUE	QlikView
OmegaOutdoors	TRUE	QlikView
Motivational Mentors	TRUE	QlikView
Eco-Friendly Cleaning Solutions	TRUE	QlikView
TrendyTech	TRUE	QlikView
PioneerPhones	TRUE	QlikView
Precise Prints	TRUE	QlikView
Knowledge Navigators	TRUE	QlikView
Sensational Spices	TRUE	QlikView
WholesomeWatches	TRUE	QlikView
MindMeld Therapy	TRUE	QlikView
Pet Palace	TRUE	QlikView
Vibrant Visions	TRUE	QlikView
Harmonious Homes	TRUE	QlikView
EcoEase Solutions	TRUE	QlikView
YogaYurt	TRUE	QlikView
Smart Homes	TRUE	QlikView
ThetaTech	TRUE	QlikView
DeltaDecor	TRUE	QlikView
ZenZone	TRUE	QlikView
Creative Coding	TRUE	QlikView
Tech Titans	TRUE	QlikView
Wise Words	TRUE	QlikView
GolfGenius	TRUE	QlikView
SapphireStationery	TRUE	QlikView
AlphaAccessories	TRUE	QlikView
NuNotebooks	TRUE	QlikView
Restful Retreats	TRUE	QlikView
RadiantReads	TRUE	QlikView
InspireInnovations	TRUE	QlikView
UltimateUniversity	TRUE	QlikView
Artisan Oven	TRUE	QlikView
Fantastic Furnishings	TRUE	QlikView
Xceptional Xeroxing	TRUE	QlikView
GammaGames	TRUE	QlikView
BetaBaking	TRUE	QlikView
Global Goods	TRUE	QlikView
TechTonic	TRUE	QlikView
CharlieChargers	TRUE	QlikView
PhiPhotography	TRUE	QlikView
Savvy Savers	TRUE	QlikView
Dynamic Drones	TRUE	QlikView
PetPalace	TRUE	QlikView
EchoEducation	TRUE	QlikView
QuillQuotes	TRUE	QlikView
OmicronOrganics	TRUE	QlikView
Bountiful Books	TRUE	QlikView
GigaBytes Tech	TRUE	QlikView
KappaKids	TRUE	QlikView
XiXylophoneOrchestra	TRUE	QlikView
Optimal Organics	TRUE	QlikView
BitzBooks	TRUE	QlikView
EpsilonEducation	TRUE	QlikView
IotaImprov	TRUE	QlikView
Natural Necessities	TRUE	QlikView
Quality Quilting	TRUE	QlikView
Glamorous Gaming	TRUE	QlikView
KidKonnect	TRUE	QlikView
ArtisanArmor	TRUE	QlikView
Luxury Living	TRUE	QlikView
Xcellent Xeriscaping	TRUE	QlikView
BitzBooks	TRUE	QlikView
QuirkyQuills Writing	TRUE	QlikView
Inspiring Instruments	TRUE	QlikView
Esteemed Education	TRUE	QlikView
NovelNotions	TRUE	QlikView
ZenZenith	TRUE	QlikView
Fit For Life	TRUE	QlikView
Knowledgeable Knits	TRUE	QlikView
Quality Quilts	TRUE	QlikView
Youthful Yarns	TRUE	QlikView
Ultimate Universes	TRUE	QlikView
Gourmet Grub	TRUE	QlikView
Healthy Habits	TRUE	QlikView
XpressoXpress	TRUE	QlikView
GlowGuru	TRUE	QlikView
Sustainable Solutions	TRUE	QlikView
Optimal Outcomes	TRUE	QlikView
Vibrant Vases	TRUE	QlikView
JunoJewelry	TRUE	QlikView
EpsilonEco	TRUE	QlikView
Ultimate University	TRUE	QlikView
Mindful Meditation	TRUE	QlikView
Marvelous Maps	TRUE	QlikView
Youthful Yogis	TRUE	QlikView
GammaGardening	TRUE	QlikView
Brilliant Blooms	TRUE	QlikView
HotelHaven	TRUE	QlikView
Wise Watches	TRUE	QlikView
Bright Beginnings	TRUE	QlikView
Artistic Expressions	TRUE	QlikView
Zen Zoology	TRUE	QlikView
MindMeld	TRUE	QlikView
VirtuosoViolins	TRUE	QlikView
Elegant Events	TRUE	QlikView
ThetaTheater	TRUE	QlikView
Chic Chocolates	TRUE	QlikView
Innovative Ideas	TRUE	QlikView
Virtuoso Virtual Assistants	TRUE	QlikView
PicoPets	TRUE	QlikView
GreenGlow	TRUE	QlikView
Ace Athletics	TRUE	QlikView
KaleidoscopeKids	TRUE	QlikView
XiXylophones	TRUE	QlikView
Pet Palace	TRUE	Salesforce Service Cloud
MegaMovies	TRUE	Salesforce Service Cloud
MindMeld	TRUE	Salesforce Service Cloud
Restful Retreats	TRUE	Salesforce Service Cloud
NuNutrition	TRUE	Salesforce Service Cloud
RadiantReads	TRUE	Salesforce Service Cloud
Knowledgeable Knits	TRUE	Salesforce Service Cloud
ThetaTheater	TRUE	Salesforce Service Cloud
UpsilonUnderwear	TRUE	Salesforce Service Cloud
KidKonnect	TRUE	Salesforce Service Cloud
Innovative Ideas	TRUE	Salesforce Service Cloud
PsiSocks	TRUE	Salesforce Service Cloud
DeltaDecor	TRUE	Salesforce Service Cloud
Bountiful Books	TRUE	Salesforce Service Cloud
PsiPlants	TRUE	Salesforce Service Cloud
GigaBytes Tech	TRUE	Salesforce Service Cloud
GreenGlow	TRUE	Salesforce Service Cloud
Tech Titans	TRUE	Salesforce Service Cloud
NanoNails	TRUE	Salesforce Service Cloud
UltimateUtensils	TRUE	Salesforce Service Cloud
Inspiring Instruments	TRUE	Salesforce Service Cloud
ZetaZumba	TRUE	Salesforce Service Cloud
MindMeld Therapy	TRUE	Salesforce Service Cloud
AlphaAccessories	TRUE	Salesforce Service Cloud
FitFam Fitness	TRUE	Salesforce Service Cloud
Radiant Robotics	TRUE	Salesforce Service Cloud
Savvy Savers	TRUE	Salesforce Service Cloud
PhiFitness	TRUE	Salesforce Service Cloud
BravoBites	TRUE	Salesforce Service Cloud
Ultimate University	TRUE	Salesforce Service Cloud
PiPizza	TRUE	Salesforce Service Cloud
UltimateUniversity	TRUE	Salesforce Service Cloud
Youthful Yarns	TRUE	Salesforce Service Cloud
Eco-Friendly Cleaning Solutions	TRUE	Salesforce Service Cloud
NatureNook	TRUE	Salesforce Service Cloud
Luxury Living	TRUE	Salesforce Service Cloud
EtaEntertainment	TRUE	Salesforce Service Cloud
LuxeLuggage	TRUE	Salesforce Service Cloud
Precise Prints	TRUE	Salesforce Service Cloud
BetaBaking	TRUE	Salesforce Service Cloud
QuirkyQuills Writing	TRUE	Salesforce Service Cloud
VitalVibes	TRUE	Salesforce Service Cloud
Sustainable Solutions	TRUE	Salesforce Service Cloud
XiXylophones	TRUE	Salesforce Service Cloud
SapphireStationery	TRUE	Salesforce Service Cloud
IotaIceCream	TRUE	Salesforce Service Cloud
NovelNotions	TRUE	Salesforce Service Cloud
Luxurious Luggage	TRUE	Salesforce Service Cloud
IotaImprov	TRUE	Salesforce Service Cloud
VirtuosoViolins	TRUE	Salesforce Service Cloud
LuxeLashes	TRUE	Salesforce Service Cloud
Elegant Events	TRUE	Salesforce Service Cloud
OmegaOutdoors	TRUE	Salesforce Service Cloud
EchoEducation	TRUE	Salesforce Service Cloud
Marvelous Maps	TRUE	Salesforce Service Cloud
OmegaOuterwear	TRUE	Salesforce Service Cloud
BloomBox Flowers	TRUE	Salesforce Service Cloud
GigaGadgets	TRUE	Salesforce Service Cloud
Gourmet Grub	TRUE	Salesforce Service Cloud
PicoPets	TRUE	Salesforce Service Cloud
VibrantVinyls	TRUE	Salesforce Service Cloud
Joyful Jewels	TRUE	Salesforce Service Cloud
KappaKids	TRUE	Salesforce Service Cloud
OptimisticOutdoors	TRUE	Salesforce Service Cloud
Sensational Spices	TRUE	Salesforce Service Cloud
Bright Beginnings	TRUE	Salesforce Service Cloud
ChiChocolates	TRUE	Salesforce Service Cloud
CharlieChargers	TRUE	Salesforce Service Cloud
RhoRamen	TRUE	Salesforce Service Cloud
XtremeXercise	TRUE	Salesforce Service Cloud
Vibrant Visions	TRUE	Salesforce Service Cloud
RhoRings	TRUE	Salesforce Service Cloud
FoxtrotFitness	TRUE	Salesforce Service Cloud
Zen Zumba	TRUE	Salesforce Service Cloud
MuMystery	TRUE	Salesforce Service Cloud
YogaYurt	TRUE	Salesforce Service Cloud
OptimumOptics	TRUE	Salesforce Service Cloud
Chic Chocolates	TRUE	Salesforce Service Cloud
ThetaTech	TRUE	Salesforce Service Cloud
MuseMusic	TRUE	Salesforce Service Cloud
Fantastic Furnishings	TRUE	Salesforce Service Cloud
GammaGardening	TRUE	Salesforce Service Cloud
SkyHigh Adventures	TRUE	Salesforce Service Cloud
SmartSips	TRUE	Salesforce Service Cloud
Talented Tailors	TRUE	Salesforce Service Cloud
SigmaShoes	TRUE	Salesforce Service Cloud
YogaYonder	TRUE	Salesforce Service Cloud
Wise Words	TRUE	Salesforce Service Cloud
KappaKnitting	TRUE	Salesforce Service Cloud
WholesomeWatches	TRUE	Salesforce Service Cloud
MysticMoods	TRUE	Salesforce Service Cloud
FitFusion	TRUE	Salesforce Service Cloud
Fashion Forward	TRUE	Salesforce Service Cloud
AlphaArt	TRUE	Salesforce Service Cloud
PremiumPens	TRUE	Salesforce Service Cloud
Dynamic Drones	TRUE	Salesforce Service Cloud
UpsilonUndergarments	TRUE	Salesforce Service Cloud
InspireInnovations	TRUE	Salesforce Service Cloud
FarmFresh	TRUE	Salesforce Service Cloud
Motivational Mentors	TRUE	Salesforce Service Cloud
QuantaCoffee	TRUE	Salesforce Service Cloud
WholesomeWhisk	TRUE	Salesforce Service Cloud
Premier Printing	TRUE	Salesforce Service Cloud
LambdaLiterature	TRUE	Salesforce Service Cloud
PioneerPhones	TRUE	Salesforce Service Cloud
Trendy Totes	TRUE	Salesforce Service Cloud
Creative Coding	TRUE	Salesforce Service Cloud
BitzBooks	TRUE	Salesforce Service Cloud
GlowGuru	TRUE	Salesforce Service Cloud
Global Goods	TRUE	Salesforce Service Cloud
SigmaSweets	TRUE	Salesforce Service Cloud
GolfGenius	TRUE	Salesforce Service Cloud
BitzBooks	TRUE	Salesforce Service Cloud
Vibrant Vases	TRUE	Salesforce Service Cloud
NuNotebooks	TRUE	Salesforce Service Cloud
ZenZenith	TRUE	Salesforce Service Cloud
StyleSavvy	TRUE	Salesforce Service Cloud
Natural Necessities	TRUE	Salesforce Service Cloud
DeltaDesigns	TRUE	Salesforce Service Cloud
SavvySocks	TRUE	Salesforce Service Cloud
Glamorous Gaming	TRUE	Salesforce Service Cloud
Smart Homes	TRUE	Salesforce Service Cloud
Artisan Oven	TRUE	Salesforce Service Cloud
ArtisanArmor	TRUE	Salesforce Service Cloud
Green Thumb Gardening	TRUE	Salesforce Service Cloud
TauTea	TRUE	Salesforce Service Cloud
ZenZone	TRUE	Salesforce Service Cloud
Xcellent Xeriscaping	TRUE	Salesforce Service Cloud
LambdaLanguages	TRUE	Salesforce Service Cloud
XpressoXpress	TRUE	Salesforce Service Cloud
Wise Watches	TRUE	Salesforce Service Cloud
XiXylophoneOrchestra	TRUE	Salesforce Service Cloud
BetaBeauty	TRUE	Salesforce Service Cloud
QuirkyQuilts	TRUE	Salesforce Service Cloud
Esteemed Education	TRUE	Salesforce Service Cloud
Zen Zoology	TRUE	Salesforce Service Cloud
PhiPhotography	TRUE	Salesforce Service Cloud
JunoJewelry	TRUE	Salesforce Service Cloud
Novel Notions	TRUE	Salesforce Service Cloud
Fit For Life	TRUE	Salesforce Service Cloud
GigaGadgets	TRUE	Salesforce Service Cloud
PetPalace	TRUE	Salesforce Service Cloud
Quality Quilts	TRUE	Salesforce Service Cloud
DeltaDrinks	TRUE	Salesforce Service Cloud
QuillQuotes	TRUE	Salesforce Service Cloud
Ultimate Universes	TRUE	Salesforce Service Cloud
EtaEscapeRooms	TRUE	Salesforce Service Cloud
Virtuoso Virtual Assistants	TRUE	Salesforce Service Cloud
HomeHaven	TRUE	Salesforce Service Cloud
Healthy Habits	TRUE	Salesforce Service Cloud
TauTies	TRUE	Salesforce Service Cloud
HotelHaven	TRUE	Salesforce Service Cloud
Ace Athletics	TRUE	Salesforce Service Cloud
ChiCheese	TRUE	Salesforce Service Cloud
ZipZap Deliveries	TRUE	Salesforce Service Cloud
TechTonic	TRUE	Salesforce Service Cloud
Optimal Outcomes	TRUE	Salesforce Service Cloud
Joyful Journeys	TRUE	Salesforce Service Cloud
EpsilonEducation	TRUE	Salesforce Service Cloud
TrendyTees	TRUE	Salesforce Service Cloud
Harmonious Homes	TRUE	Salesforce Service Cloud
EpsilonEco	TRUE	Salesforce Service Cloud
EcoEase Solutions	TRUE	Salesforce Service Cloud
Quality Quilting	TRUE	Salesforce Service Cloud
Mindful Meditation	TRUE	Salesforce Service Cloud
MuMusic	TRUE	Salesforce Service Cloud
AlphaApparel	TRUE	Salesforce Service Cloud
Youthful Yogis	TRUE	Salesforce Service Cloud
OmicronOrganics	TRUE	Salesforce Service Cloud
TrendyTech	TRUE	Salesforce Service Cloud
Xceptional Xeroxing	TRUE	Salesforce Service Cloud
Brilliant Blooms	TRUE	Salesforce Service Cloud
GammaGames	TRUE	Salesforce Service Cloud
RadiantReady	TRUE	Salesforce Service Cloud
Knowledge Navigators	TRUE	Salesforce Service Cloud
ZetaZen	TRUE	Salesforce Service Cloud
KaleidoscopeKids	TRUE	Salesforce Service Cloud
Optimal Organics	TRUE	Salesforce Service Cloud
Artistic Expressions	TRUE	Salesforce Service Cloud
Tech Titans	TRUE	SAP Analytics Cloud
EcoEase Solutions	TRUE	SAP Analytics Cloud
Ultimate Universes	TRUE	SAP Analytics Cloud
BitzBooks	TRUE	SAP Analytics Cloud
RadiantReads	TRUE	SAP Analytics Cloud
ThetaTech	TRUE	SAP Analytics Cloud
Creative Coding	TRUE	SAP Analytics Cloud
EpsilonEco	TRUE	SAP Analytics Cloud
UltimateUniversity	TRUE	SAP Analytics Cloud
GigaBytes Tech	TRUE	SAP Analytics Cloud
AlphaAccessories	TRUE	SAP Analytics Cloud
Glamorous Gaming	TRUE	SAP Analytics Cloud
BitzBooks	TRUE	SAP Analytics Cloud
InspireInnovations	TRUE	SAP Analytics Cloud
Healthy Habits	TRUE	SAP Analytics Cloud
WholesomeWatches	TRUE	SAP Analytics Cloud
PetPalace	TRUE	SAP Analytics Cloud
PioneerPhones	TRUE	SAP Analytics Cloud
Sensational Spices	TRUE	SAP Analytics Cloud
Ultimate University	TRUE	SAP Analytics Cloud
TrendyTech	TRUE	SAP Analytics Cloud
Global Goods	TRUE	SAP Analytics Cloud
UpsilonUndergarments	TRUE	SAP Analytics Cloud
DeltaDecor	TRUE	SAP Analytics Cloud
EpsilonEco	FALSE	Sendinblue
EcoEase Solutions	FALSE	Sendinblue
AlphaAccessories	FALSE	Sendinblue
FitFam Fitness	FALSE	Sendinblue
MindMeld	FALSE	Sendinblue
Restful Retreats	FALSE	Sendinblue
NuNutrition	FALSE	Sendinblue
RadiantReads	FALSE	Sendinblue
RhoRamen	FALSE	Sendinblue
NovelNotions	FALSE	Sendinblue
Radiant Robotics	FALSE	Sendinblue
Savvy Savers	FALSE	Sendinblue
PhiFitness	FALSE	Sendinblue
